text,score
oberoi kick chutiya vivek,2
abe chutiya tum ko kya dikkat hai,2
ye dekho chutiya,2
agar aap chutiya public dekhna chahte hai nto aaiye aaiye dekhiye sab vikassachdeva k support mai hai woh sab k sab bhadhuwe hai,2
rt chutiya bc xf x f x xad,2
rt imagine virushka just be like chutiya banayaaaa,2
yeh kaunsa chutiya hain,2
ca modi madarchod hai na maa ko khara kar diya note ki line yr old maa modi is harami chutiya pm,2
one pappu talks of aloo the other of mushrooms chutiya banana inse sekha,2
rt the most worst thing in my life is nfacebook memories n nwhenever i use to login nfb memories be like n nye dekh chutiya tha tu xf x f x xa,2
chutiya hogai hy,2
chutiya n nmaha hutiya n nvarun fans n nalpesh thakor,2
gujraat wale teri tarah chutiya nhi n nation first fuck all muslims,2
virushkakishadi n nye log ke photos to ese post kar rahe he log jese personally attend karke khud photos click kiye he nbc chutiya public,2
mann to ho raha hai wo mushroom wale ko bolu abe chutiya hai kya kya kuch bhi bol raha hai xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x,2
me to my friend n mosam acha ho ya bura tu chutiya hi rahega xf x f x x,2
ak to chutiya h,2
yeh toh vaakai mein aaptard nikla matlab chutiya,2
uffff waaaah chutiya admi kya baat ki hai wow meii tou fan hogya hun messi ka abbb ufff kya khelta ha xe x xa,2
what a chutiya this alpeshthakore is kahan se laye is namune bc ko,2
ye chutiya abhi jinda hai mujhe to lag raha tha sharm se chullu bhar pani me mar chuka hoga leave the p xe x xa,2
rt there are three types of chutiya people n n chutiye n maha chutiye n apni selfie pe its me caption dalne wale ghanghor chu xe x xa,2
chutiya,2
chutiya ye bjp vale siyasi fayde ke liye jab ram mandir par congress ki ray mangte hai tab k xe x xa,2
chutiya ho kya bc tum kbhi ek baat par tik nhi sakte baad mai bol dena mai shi nikla mai predic xe x xa,2
i refrain from using word like chutiya but you deserve it only because of this chutiyapah people hate aap,2
chutiya alert i repeat chutiya alert,2
rt show me a bigger chutiya than ngujarat ye dekh,2
one word for this guy chutiya,2
stop stalking me chutiya n,2
chutiya ho ka bey have some brains,2
chutiya,2
rt last year they were like spyder gonna release so wished now don t say he wished for xe x xa,0
chup chutiya,0
chutiya saala,2
chutiya hai bjp mcd bhagti hai choro ki tarah apni jimmedari se,2
chutiya,2
chutiya insan xaala xf x f x x xf x f x x xf x f x x xf x f x x,2
last year they were like spyder gonna release so wished now don t say he wish xe x xa,0
three chutiya,2
bhai ind chutiya hai isko dhyan n do,2
after explosion chutiya that s how,2
rt i love dhoni but some dhoni fans are chutiya xf x f x x,2
friend aj se kisy k bary mein ghalat nahi boleingy n nme han yar n n see a boy with sunglasses in mall n nboth wo xe x xa,0
rt lol barely stopped laughing no wonder rahul found his soul mate in this super chutiya aples thakor,2
rt example of certified qualified chutiya be like xf x f x x xf x f x f xbe xf x f x x xf x f x f xbe xf x f x x xf x f x f xbe,2
aaptard chutiya chutiya mushroom,2
chutiya,2
show me a bigger chutiya than ngujarat ye dekh,2
goel goyel ji aap chutiya ho deshbhakt nhi,2
singh chutiya xf x f x x xf x f x x xf x f x x xf x f xa xa xf x f xa xa xf x f xa xa,2
messi was in his peak when he missed the penalty against chutiya apne club ka kuch nhi pta tjhe,2
rt when a shayar finds true love finally n ntumko dekha toh ye khayaal aaya n nfizul mein hi yaha waha humne apna chutiya katwa xe x xa,2
aur ye log bolte hai vikas ho rha hai bc india ke culture ki maa bhen ek kr di hai nnamo namo namo ane chutiya bano xf x f x x xf x f x x xf x f x x f xf x f x x f xf x f x x f,2
are bhai hum marathi hai hame chutiya me mat nikal ki usaki ma kya boli xf x f x xa xf x f x xa xf x f x xa,2
teri maa ki bo jaban sambal ke bat kar chutiya ye meri hi id h or wo rprajput meri id nahi h bhosdike,2
rt d fans chutiya gaye hain saare ye shilpa ke peeche kuch bhi bol rhe hain inke liye ba xe x xa,2
bastard comparing aghori sadhus with isis n nchutiya spotted xf x f x x xf x f x x xf x f x x,1
sir ap akhand chutiya ho,2
rt most chutiya fans of msd n n n n n xf x f x x xf x f x x xf x f x x xf x f x x,0
lol when u pidi can t defeat me by words logic despite continuously abusing xe x xa,0
natakani hai bro chutiya log,2
example of certified qualified chutiya be like xf x f x x xf x f x f xbe xf x f x x xf x f x f xbe xf x f x x xf x f x f xbe,2
rajneeti me aate hi chutiya suru kuch bhi bol do abhi se hi xe xa xb xe xa x xe xa x d xe xa xb xe xa xa dikh rha hai kya kroge aage gujrat me,2
rt bosdk tu jo shikhar dhawan ka lekar baitha hai itne salo se gawar chutiya insan aagaya mention me apni marvane tu bkl xf x f x x ht xe x xa,2
chutiya kahi ka xf x f x x xf x f x x,2
rt anushka beta a for nkid average n na b for nk bhenchod n na c for nk chutiya n na d for nk dalle n nkohli great son n n vir xe x xa,2
kejriwal chutiya banayenge,2
chutiya n nmaha chutiya n nroadies splitsvilla bigg boss ke participants,2
tm ko dhka to ek khayal aya xf x f x x d ntere jesa chutiya meriii life mee kesy aayaa xf x f x x a,2
mam every one knows u r pro pak pro isis u share islamic twitter page u always stood for anti nati xe x xa,1
rt i refrain from using word like chutiya but you deserve it only because of this chutiyapah people hate xe x xa,2
lol barely stopped laughing no wonder rahul found his soul mate in this super chutiya aples thakor,2
zara batao kis mushroom se twacha gori hoti hai chutiya banane ka dhanda hai bc battleforgujarat,2
chutiya country,2
rt sale chadarmod ghodefakeer insan tu chutiya bhopadike xf x f x x f,2
fans chutiya gaye hain saare ye shilpa ke peeche kuch bhi bol rhe hain ink xe x xa,2
tu waha kya kar raha ha madarchod bahan k lode kaha comarision kar raha ha tu kaha no ka madarchod xe x xa,2
is he born chutiya or pappu ka aashirwaad made him so,2
karanpatel both husband n wife are chutiya,2
rt shugar hot guy ignoring me aisa bh kya bada aya i m smart enough ek date to banti h iske sath nhot guy proposed me hehe k xe x xa,0
and you are a chutiya trying to be funny xf x f x x f,2
saale nmard kutta haraami dougla,2
ind xe x xa,0
malikk dlt kar k quote kar beghairat wahan jawab deta hun larki tag hai saath behuda haraami xf x f x x xf x f x x,2
rt dont ki english kamzoor thi to english movies dakhne ko kaha nharaami n pata nhi konsi movies dakh li ab woh khud kamzoor h xe x xa,2
saaley haraami sarkaari karamchari log kaam material sab a chahiye phir ghoos chahiye bill jaldi xe x xa,2
charan aiyer sibal orpure k madarjaat haraami kutte le dubbe ko xe x xa,2
bhaiya kitne dekhen pat tere jaisa haraami nahi dekha,2
rt kajol x rekha xf x f x xae xf x f x xb,0
punnesh saala bahut haraami hai nkya waahiyaad aadmi hai arshi aur akash ke saamne bolta hai ki haan shilpa to safe xe x xa,2
shakal masoom or dimagh haraami ye naimat bhe ksi ksi naseeb hti ha,2
nhazrat iss haraami ka b elaaj kren,2
naveed haraami suna hai uska kuch nai pata xf x f x x,2
shut upppp haraami,2
v sir nabsolutely correct nsultan is a dumbo knit witted nfor him this phrase us th xe x xa,0
alif such a haraami team i have,2
wow mubarak ho shrikant sharma kyuki haraami dougla ho,2
ind kisase namak haraami aur kisskase namak halali jiss thaali mein khana usi xe x xa,2
abhi ro k inko news me aana h us chutiye ko koot kr ya kootwa kr news me aati na ladki bs tesuye bahana xe x xa,2
rt k if anyone s giving me evil eye pls stop because i assure you my life is a mess and i do not need ur help making it worse i xe x xa,0
aise kon troll karta hai pappu pidi xf x f x x ko xe x xa,0
haraami apni aoukat pe aagayaa badmash,2
iss haraami ki age bhi dekh lo kutto nye kya hai,2
rt ujlay kapry achy khany nmehngy jotay oonchy ghar nkaaly dil mailay man nsastay shoq haraami log,2
tu hai kaun be bh ke nteri aukaat kya hai be saale mtv ke chuziye nmalishka t xe x xa,2
mere bhaiyo mein amu mein rights ke doran roz padha mere guru bhi muslim rahe aur unaki taalim ka mein xe x xa,0
i want a snow day with hot chocolate ft the loml,0
aaj kal jo jitna zyada namak khata hai utni hi zyada namak haraami karta hai n gujaratelection gujaratelection,2
ko bhi suspend karo xe x x cneech xe x x d aadmi ki degree farzi hai haraami ki aulaad ko phansi do,2
nimran bhai report karo tootaram ke tweets ko block hojaayega haraami bahut si tweets haen usk xe x xa,2
world s biggest haraami muslims are in hydrabad who sell their young virgin girls to arabs to get rich that owaisi idiot can t see this,1
haraami tere par suit karta hai,2
mobikwik haraami has stopped taking supercash for recharges ullu ke pathhe,2
haraami n nbare haraami n napne dosto ke pas beth ke janu ko call karne wale,2
i would like to say yahan kya apni mc aaya tha haraami,2
bam kitne haraami hai hum xf x f x x xf x f x x xf x f x x nkya pele ho bb,2
haraami betaa muhh zoor hote hai ye essne sabit kr diya,2
is haraami ki icha rahul ka jija banne ki hai bana do ise,2
haan ab toh udke dumchale modi ko sabka baap batate hain sal xe x xa,2
anta hareem wa haraami saudimovietitles,2
very well said sabir sir lekin ye nooni haraami ko samaj nahi aye ga haraam ko kha xe x xa,2
rt dost ki english kamzoor thi to english movies dekhne ko kaha n nharaami na pata nahi konsi movies dekh li ab wo khud kamzoor xe x xa,2
this is the same haraami media that asked if shivaji s statue was important and look at their bastardly priorities,2
sorry mani shankar aiyer you were very wrong boss aise pm ko neech kisam ka nahi ekdum haraami kisam ka xe x xa,2
no wonder you are behaving like a moron your vote bank is stuck in th century arabia with barbaric xe x xa,2
dekh swara tumhara ex hoga yeh haraami,2
yeh feku nkutta nkameena nmakkaar nharaamkhoor nnikamma njahil ngawaar nyeh sab me nahi kehta nwarna kuch haraami mujhe gali xe x xa,2
what kind of gira hua haraami he is,2
maryam han yeh haraami hai ek number ka koi badi baat nahi yeh he intention ho iska,2
rt i had my nikkah in front of the kaabah and did umrah with my husband straight after and he still turned out to be a piece of s xe x xa,0
rt aaj kal jo jitna zyada namak khata hai utni hi zyada namak haraami karta hai n gujaratelection gujaratelection http xe x xa,2
rt mere bhaiyo mein amu mein rights ke doran roz padha mere guru bhi muslim rahe aur unaki taalim ka mein example xe x xa,0
all i want for xmas is medium phat tiddies,0
to gandu jab ec ne bulaya tha to gaya kyon nahi apne haraami baap ki chaat raha tha,2
rt sza and dvsn chill weather,0
desh ke hai bure haalat nharaami bjp ko laat n n kitne big evm hacks karle tumhe raasta c xe x xa,2
ap kanjar haraami ki beti hain,2
samyy but saamne haraami friend khada ho to muh ko hi act karna padta hai woh bhi gaali se xf x f x x xf x f x x,2
rt women are too precious for this world,0
rt the year is you sit on the couch with your spouse your children play a classic oldies music playlist fergilicious xe x xa,0
tomorrow he will be s jaunu shari hindu lol haraami hai saalei,2
best is witnessing current generation lahoriye kids having a go at urdu in deliriously punjabi accent xe x xa,0
ause haraami log bhi hain,2
i want to send this to every haraami it type posh type butter won t melt in my mouth type who tried to argue with xe x xa,2
rt i want to send this to every haraami it type posh type butter won t melt in my mouth type who tried to argue with me abou xe x xa,2
haraami xf x f x x xf x f x x xf x f xa xac xf x f x xad,2
is baasu ki ma ka bhosda saala madharchod hai kis jagah ka ye bahan xe x xa,2
haraami hai saala essa toto bandh hogaya part of sold media,2
pehle main boht seedha saadha tha phr ak din meri life main ak haraami ki entry hoe aur sab badal gaya,2
rt it doesn xe x x t matter what else he does right if a man does not offer emotional support he is useless read that twice,0
feku nneech nkutta nkameena nnikamma nharaamkhoor nharaami ngadha nnapunsak nyeh sab modi ji ke liye nahi bolna chahye q ke wo pm hai nab jaisa bhi h,0
inka khaandaan hi aisa he sir xf x f x xa xf x f x xa xf x f x xa n n haraami,0
i xe x x m a haraami,2
bhai jiyo gazab haraami piece h bhai tu xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x,2
im going to neck that taehyung anti spreading that false shit saali kamini kahiki bhenchod kutti chutiya haraami sab kiuch hai woh,2
kabhi ipl meh bhi aisa kheleta eoin morgan haraami,2
you know your bff is haraami when his am chats includes reminder of the girl who loved you amp,2
xf x f xa xa xf x f xa xa xf x f xa xa abey haraami,2
ab haraami ho gaye hain,2
didi yeh bollywood wale bade haraami hote hain nlekin inme inka dosh nahi hai nwe should stop making stupid people famous,2
haraami hai ye kameena,2
rt best is witnessing current generation lahoriye kids having a go at urdu in deliriously punjabi accent aik tee xe x xa,0
singh maarooo saaale ko haraami ko mil jaaye salaa ab xe x xa,2
bjp ki nasl hi haraami hai,2
rt when i tell you a private life is a happy life i xe x x m not lying people not knowing anything about me or my life is a fucking con xe x xa,2
zaani sharaabi haraami,2
but ur not a haraami init xf x f x x f,2
masha allah as usual this is a music free dance free non mahram free and haraam free islamic pre school programme,0
motorwala xe x xa,0
making images is dangerous and haraam but the cunt himself is dancing in front of a camera,2
i xe x x m jokin xe x x dat shit haraam,2
number auron k atay hain jeeena hamara haraam hota,2
rt lol when you wear a hijab ppl assume you either shout how dating is haraam or that you want a really religious guy errrr xf x f x xac,2
rt demonstrations are an innovation in the religion and they are haraam n nsource xe x xa,2
rt if a guy tells you that he loves you ask him to make it halaal instead of going into haraam relationship phir dekhna kese bha xe x xa,2
how do i tell a mother who supports her daughters haram relationship partially due to fears and concerns that it is still haraam,2
celebrities love marriage nwow marriage and love goals n nnormal ppl love marriage nharaam intercaste marriage xe x xa,2
chautarfa mahangai ne jeena haraam kiya hua hei pm growth rate ke peeche pade hue hein do saal se kagaj par mahangai kum kar khush hein,2
rt making images is dangerous and haraam but the cunt himself is dancing in front of a camera,2
rt mughal these need to be declared haraam because it has become gambling now this buble will burst and people will lose all their mo xe x xa,2
rt girl xe x xa,0
rt amruta these evangelists abuse hindu gods in open desecrate hindu idols molest kids i xe x xa,1
when kejri talked against surgical strike pakistan took a dig at india haraam zaade,2
bina congress president elect huye hi aap ne bjp ki neend haraam kar di aur ab toh aap undisputed offic xe x xa,2
so now are openly advocating for openly haraam relationships and referring to them as goals what happened to ja xe x xa,2
rt co bina congress president elect huye hi aap ne bjp ki neend haraam kar di aur ab toh aap undisputed official sei xe x xa,2
tweeter sab haraam khor hain,2
never seen a besharam haraam khor more than this man xf x f x x xf x f x f xbd xf x f x x xf x f x f xbd,2
harami ki aulad aa gaya na aukaat pe haraam ka jana congressi,2
it s haraam to use condoms,2
rt criminalization of begging a ritual means of income for hijra communities only limits options for already marginaliz xe x xa,0
crore ka suit hawa m ghoomne wala njhooth ka samunder nnawaz ki tatti chatne wala nhijra haramkhor ndesh drohi nlull ba xe x xa,2
the hijra at work us taxpayers pay for our own demise wake up,2
modi jaise hijra ko follow karte ho,2
akher hijra se shadi kr lee xf x f x x xf x f x x xf x f x x,2
natural sex video images noods hijra pictur,2
naked girls innocent video of local hijra fucking with man,2
rt germany pakistani hijra invader migrant arrested for trying to blow up a church in mannheim,2
hijra hain jaane do,2
nazre mohammad bhi tha kya hijra,2
wake up and smell the hijra,2
amazing anal videos hijra fucking girl,2
pakistani hijra dj danch and stage shoo pakistani dance via,2
rt muslim refugees are seeking refuge in christian countries ask yourself why aren t they seeking refuge in muslim countries n nth xe x xa,0
of europe hijra,2
aise jaanvar exist hi nahi hone chaaheye,2
me whn retrns hm aftr long days n nmom mera raja beta ghar aa gya n n nxt day n nmom uth ja baj gye hai aalsi jaanvar room nhi hai ye teri,2
